cnm_release,mv_ddr,uboot,atf,linux-4.14.76,linux-5.4.74,linux-5.15.76,busybox,CC_armv8,CC_armv8be,CC_armv7,CC_armv7be
23.03.0,534969d8e7,98b3782d8f,f3a8d086b4,818fec0288,656e873f94,fc5f9488e9,1.31.1,/swtools/devtools/gnueabi/arm_le/gcc-arm-8.3-2019.03-x86_64-aarch64-linux-gnu/bin/aarch64-linux-gnu-,/swtools/devtools/gnueabi/arm_be/aarch64ebv8-marvell-linux-gnu/bin/aarch64_be-linux-gnu-,/swtools/devtools/gnueabi/arm_le/arm-mv7_sft-linux-gnueabi/bin/arm-marvell-linux-gnueabi-,/swtools/devtools/gnueabi/arm_be/gcc-linaro-7.5.0-2019.12-x86_64_armeb-linux-gnueabi/bin/armeb-linux-gnueabi-
